#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-38C0CE71DCC7EEA3-36894F96905DCF6A
#datatype	hits Concise data(Superfamily only)
#status	0
#Start time	2012-05-24T16:59:24	Run time	0:12:57:43
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#517 - >WHL22.535639.1	superfamily	207660	122	195	2.34632e-17	78.0196	cl02586	RRM superfamily	 - 	 - 
Q#517 - >WHL22.535639.1	superfamily	207660	659	729	1.51479e-15	73.012	cl02586	RRM superfamily	 - 	 - 
Q#517 - >WHL22.535639.1	superfamily	207660	238	309	4.24136e-14	68.7749	cl02586	RRM superfamily	 - 	 - 
Q#518 - >WHL22.54795.0	superfamily	212291	97	253	8.91993e-28	110.465	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#518 - >WHL22.54795.0	superfamily	212291	435	596	4.21843e-26	105.842	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#518 - >WHL22.54795.0	superfamily	212291	771	918	1.1856e-24	101.605	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#520 - >WHL22.418533.1	superfamily	199386	74	120	2.26003e-13	63.7711	cl02573	TUDOR superfamily	 - 	 - 
Q#521 - >WHL22.351031.1	superfamily	209297	1	122	3.46654e-77	231.871	cl11393	Peptidase_M14_like superfamily	N	 - 
Q#522 - >WHL22.212106.0	superfamily	210059	87	200	7.55576e-24	99.4342	cl15262	PUB superfamily	 - 	 - 
Q#522 - >WHL22.212106.0	superfamily	201821	1541	1604	1.86948e-09	56.4503	cl15976	IBR superfamily	 - 	 - 
Q#522 - >WHL22.212106.0	superfamily	201821	1634	1674	0.0020476	38.3459	cl15976	IBR superfamily	N	 - 
Q#522 - >WHL22.212106.0	superfamily	209876	1099	1183	0.00572463	37.0041	cl14633	DD_superfamily superfamily	 - 	 - 
Q#522 - >WHL22.212106.0	superfamily	206793	323	371	0.00983399	36.3051	cl00034	BBOX superfamily	 - 	 - 
Q#523 - >WHL22.149196.1	superfamily	209864	40	307	5.65617e-32	121.951	cl14559	Sulfotransfer_3 superfamily	N	 - 
Q#524 - >WHL22.294966.0	superfamily	207631	43	199	1.2289e-18	84.3631	cl02529	ANK superfamily	 - 	 - 
Q#524 - >WHL22.294966.0	superfamily	201821	391	468	2.23886e-09	55.6799	cl15976	IBR superfamily	 - 	 - 
Q#524 - >WHL22.294966.0	superfamily	201821	505	547	2.56669e-06	46.8203	cl15976	IBR superfamily	N	 - 
Q#524 - >WHL22.294966.0	superfamily	210079	320	367	1.87959e-05	43.917	cl15348	RING superfamily	 - 	 - 
Q#526 - >WHL22.436382.0	superfamily	207648	4	220	4.80356e-15	71.5648	cl02567	WD40 superfamily	C	 - 
Q#527 - >WHL22.586609.0	superfamily	206837	93	146	1.39963e-17	72.2327	cl00101	KU superfamily	 - 	 - 
Q#532 - >WHL22.757762.0	superfamily	121076	1	148	1.12702e-56	177.546	cl02092	Clat_adaptor_s superfamily	 - 	 - 
Q#533 - >WHL22.48544.2	superfamily	212314	79	341	3.4103e-16	77.3541	cl11420	MFS superfamily	C	 - 
Q#535 - >WHL22.488450.1	superfamily	212363	440	627	1.79176e-60	208.389	cl14603	C2 superfamily	 - 	 - 
Q#535 - >WHL22.488450.1	superfamily	210081	14	66	9.05601e-06	45.5093	cl15350	SH3 superfamily	 - 	 - 
Q#535 - >WHL22.488450.1	superfamily	203547	1429	1609	2.78096e-37	140.856	cl06123	Ded_cyto superfamily	 - 	 - 
Q#536 - >WHL22.316058.0	superfamily	211466	2	78	2.79422e-27	104.006	cl14876	Zinc_peptidase_like superfamily	N	 - 
Q#537 - >WHL22.45444.0	superfamily	209000	116	160	1.30193e-06	45.696	cl09208	Tim44 superfamily	C	 - 
Q#540 - >WHL22.254745.0	superfamily	212291	7	169	2.16446e-102	295.198	cl09099	P-loop_NTPase superfamily	 - 	 - 
Q#541 - >WHL22.10570.6	superfamily	212291	2	106	1.58973e-27	100.382	cl09099	P-loop_NTPase superfamily	N	 - 
Q#542 - >WHL22.729950.0	superfamily	207617	149	239	1.13274e-09	55.0787	cl02507	SEA superfamily	 - 	 - 
Q#543 - >WHL22.215060.1	superfamily	207622	505	620	4.39598e-51	173.08	cl02512	NTR_like superfamily	 - 	 - 
Q#543 - >WHL22.215060.1	superfamily	28937	416	464	1.13288e-09	54.9656	cl11390	EGF_Lam superfamily	 - 	 - 
Q#543 - >WHL22.215060.1	superfamily	28937	297	342	1.38413e-06	46.1061	cl11390	EGF_Lam superfamily	 - 	 - 
Q#543 - >WHL22.215060.1	superfamily	207739	64	296	1.57696e-96	298.12	cl02806	Laminin_N superfamily	 - 	 - 
Q#543 - >WHL22.215060.1	superfamily	28937	353	407	0.00335816	36.0909	cl11390	EGF_Lam superfamily	 - 	 - 
Q#544 - >WHL22.647689.1	superfamily	206892	45	255	4.63432e-90	275.607	cl00195	SIR2 superfamily	 - 	 -
